employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-98354109,Chad,Torres,Male,Virginia,Richmond,2024-12-10,Operations,Inventory Specialist,High School,53828,Good,Yes,1993-12-20,
00-80339453,Susan,Davis,Female,New York,Buffalo,2022-09-21,Operations,Logistics Coordinator,Bachelor,57106,Good,No,1973-03-15,
00-92280734,Amanda,Lopez,Female,New York,New York City,2017-07-11,Sales,Sales Representative,Bachelor,68460,Satisfactory,No,1968-11-11,
00-53221337,John,Garrett,Male,New York,Buffalo,2016-03-06,Operations,Inventory Specialist,High School,65816,Needs Improvement,No,1976-11-26,
00-18949617,Kara,Perry,Female,New York,Rochester,2015-02-08,Sales,Sales Specialist,PhD,79220,Excellent,Yes,1994-11-08,
00-14197492,Danielle,Howard,Male,New York,Buffalo,2017-06-16,Finance,Financial Analyst,Bachelor,85518,Good,Yes,2002-03-13,
00-23254482,Elizabeth,Andrade,Male,Virginia,Norfolk,2015-03-02,Operations,Operations Analyst,Bachelor,77353,Satisfactory,Yes,1994-09-21,
00-62156850,Henry,Morales,Female,Virginia,Richmond,2022-05-03,Sales,Sales Specialist,Master,70198,Satisfactory,No,1975-04-17,
00-89228847,Eric,Murillo,Female,Michigan,Warren,2017-06-11,Operations,Logistics Coordinator,Bachelor,56042,Satisfactory,No,1993-08-02,
00-91329718,Michael,Edwards,Male,New York,Buffalo,2022-12-27,Sales,Sales Representative,Bachelor,77052,Satisfactory,Yes,1971-06-16,
00-98013189,Mark,Watson,Male,New York,Buffalo,2020-10-05,IT,Software Developer,Bachelor,105522,Good,No,1989-09-06,
00-95753950,Ryan,Swanson,Male,New York,New York City,2016-08-10,Sales,Sales Consultant,Bachelor,77786,Good,No,2001-12-18,
00-65828293,Anna,Lewis,Male,New York,Rochester,2023-10-06,Operations,Logistics Coordinator,Bachelor,70847,Good,No,1983-07-17,
00-92803389,Sara,King,Female,New York,New York City,2017-12-17,Sales,Sales Consultant,Bachelor,92254,Good,No,1991-09-29,
00-19447334,Seth,Sanders,Male,New York,Buffalo,2023-09-22,IT,Software Developer,Master,96613,Needs Improvement,No,1987-03-12,
00-79724133,Tonya,Larson,Female,New York,New York City,2016-07-07,Sales,Sales Representative,Bachelor,58514,Good,No,1997-11-08,
00-81358338,Victoria,Turner,Female,New York,Rochester,2018-04-20,IT,Software Developer,Bachelor,95546,Good,No,1998-09-28,
00-98164473,Jeffrey,Foley,Male,Virginia,Norfolk,2017-01-08,Marketing,SEO Specialist,High School,70302,Satisfactory,No,1980-09-23,
00-84950330,Lynn,Norris,Male,New York,Rochester,2022-04-11,Operations,Logistics Coordinator,Bachelor,67169,Satisfactory,No,1987-03-06,
00-24161873,Angela,Hawkins,Male,New York,Buffalo,2022-12-04,IT,Software Developer,Master,78396,Satisfactory,No,1973-11-11,
00-71568435,Eric,Johnson,Male,Illinois,Chicago,2022-05-10,Customer Service,Support Specialist,High School,58944,Excellent,Yes,1996-09-22,
00-32388767,Devon,Richardson,Female,New York,Rochester,2023-07-31,Operations,Logistics Coordinator,Bachelor,61229,Good,Yes,1992-06-24,
00-77738718,Jesse,Shepherd,Female,New York,Rochester,2018-02-03,Operations,Logistics Coordinator,Bachelor,57129,Satisfactory,No,2001-11-30,
00-90519326,Ricardo,Hardin,Male,Pennsylvania,Philadelphia,2019-09-25,Operations,Logistics Coordinator,Bachelor,67405,Good,No,1963-01-03,
00-83830667,Jennifer,Mcguire,Male,New York,Rochester,2024-03-04,Operations,Logistics Coordinator,Bachelor,64816,Satisfactory,No,2006-03-20,
00-59891348,Margaret,Norris,Female,Michigan,Grand Rapids,2019-07-29,IT,Software Developer,Master,101954,Satisfactory,No,2000-03-19,
00-53412847,Rebecca,Larson,Male,New York,Rochester,2021-04-20,Operations,Inventory Specialist,High School,54363,Good,No,1999-03-18,
00-38712948,Jessica,Johnston,Male,Michigan,Grand Rapids,2018-01-29,Finance,Accountant,Bachelor,84999,Satisfactory,No,1992-01-19,
00-44103265,Brian,Wise,Male,New York,Rochester,2018-05-07,Customer Service,Customer Service Manager,Bachelor,87562,Good,No,1997-11-19,
00-63296593,Lisa,Butler,Female,New York,Buffalo,2015-11-12,IT,IT Support Specialist,High School,54874,Good,Yes,2005-09-09,
00-89961933,Molly,Perez,Female,New York,Rochester,2015-08-26,Sales,Sales Specialist,Bachelor,85141,Good,No,1978-01-16,
00-10881653,Carrie,Smith,Female,Illinois,Chicago,2018-10-10,Operations,Logistics Coordinator,Bachelor,62145,Good,Yes,1980-02-07,
00-52265790,Patrick,Torres,Female,Pennsylvania,Pittsburgh,2015-01-15,Operations,Inventory Specialist,High School,58979,Excellent,Yes,1976-12-20,
00-47038339,Amber,Hernandez,Female,North Carolina,Charlotte,2024-07-02,Finance,Accounts Payable Specialist,Bachelor,59819,Good,No,1980-02-19,
00-86593789,Jeffrey,Williams,Male,New York,Buffalo,2024-09-24,Customer Service,Support Specialist,High School,60898,Good,No,1961-12-31,
00-15064880,Philip,Griffin,Female,New York,Rochester,2019-08-05,Operations,Operations Analyst,Bachelor,67991,Good,No,1962-11-22,
00-45566111,William,Walker,Female,Ohio,Columbus,2018-04-16,Sales,Sales Representative,Bachelor,60848,Good,No,1985-04-21,
00-41271945,Phillip,Anderson,Male,New York,Buffalo,2017-01-31,Operations,Logistics Coordinator,Bachelor,64586,Good,Yes,1969-09-21,
00-86569490,Ashley,Williams,Male,New York,Buffalo,2019-05-26,IT,IT Support Specialist,High School,59462,Good,Yes,1978-01-06,
00-20361818,Christopher,Shaw,Male,New York,New York City,2022-10-09,Operations,Logistics Coordinator,Bachelor,73109,Good,No,1983-10-05,
00-75535348,David,Taylor,Male,New York,Buffalo,2023-07-23,Operations,Inventory Specialist,Bachelor,71540,Excellent,Yes,1978-12-23,
00-87340611,Tony,Pearson,Female,New York,New York City,2023-03-13,Operations,Inventory Specialist,High School,58929,Good,No,1986-02-11,
00-96201956,Christina,Fitzgerald,Male,New York,New York City,2018-03-31,Operations,Inventory Specialist,High School,59212,Excellent,No,2003-10-03,
00-87347488,Charles,Frank,Female,New York,Buffalo,2018-04-28,Operations,Inventory Specialist,High School,60292,Good,Yes,1993-05-26,
00-54881018,Sandra,Davis,Male,Michigan,Detroit,2018-09-02,Customer Service,Help Desk Technician,Bachelor,81699,Satisfactory,No,1971-11-01,
00-26178675,Rodney,Bailey,Female,New York,Rochester,2023-04-27,IT,System Administrator,Bachelor,86442,Satisfactory,No,1984-01-23,
00-97614538,Brittney,Johnson,Male,New York,New York City,2023-04-21,IT,Software Developer,Master,82653,Good,No,1979-06-07,
00-94851591,Vanessa,Jensen,Male,New York,Buffalo,2018-12-27,Customer Service,Customer Service Representative,High School,58434,Good,No,1962-01-07,
00-15527388,Scott,Thomas,Female,New York,Rochester,2018-01-17,Sales,Sales Specialist,Bachelor,79096,Needs Improvement,No,1974-02-25,
00-53866598,Lisa,Gonzalez,Female,New York,Buffalo,2020-05-16,Sales,Sales Consultant,Bachelor,94390,Satisfactory,Yes,1969-09-13,
00-16780654,Katherine,Farrell,Female,North Carolina,Charlotte,2022-02-10,Operations,Operations Analyst,Master,57054,Needs Improvement,No,1978-04-05,
00-89877290,Brian,Rush,Female,Pennsylvania,Philadelphia,2020-12-04,Sales,Sales Representative,Bachelor,63601,Good,Yes,1961-10-12,
00-67973424,Misty,Wilkins,Female,Pennsylvania,Philadelphia,2017-01-05,IT,IT Support Specialist,High School,53419,Needs Improvement,No,2002-11-20,
00-27742113,Heather,Rodriguez,Female,New York,New York City,2018-06-13,Operations,Inventory Specialist,High School,60781,Good,Yes,2004-10-05,
00-16618423,Andrew,Clark,Female,New York,Buffalo,2020-07-15,Operations,Inventory Specialist,High School,60339,Excellent,No,1980-08-05,
00-63489393,James,Mills,Male,New York,New York City,2020-04-04,Operations,Inventory Specialist,Bachelor,74639,Good,Yes,1980-01-25,
00-28102047,Timothy,Blair,Male,New York,New York City,2019-02-21,Operations,Logistics Coordinator,Bachelor,62051,Satisfactory,No,1999-06-17,
00-63058791,Holly,Smith,Male,New York,Buffalo,2022-08-01,Customer Service,Support Specialist,High School,56887,Good,No,1984-08-08,
00-92677695,Elizabeth,Williams,Male,New York,New York City,2024-03-03,Operations,Operations Analyst,Master,69725,Good,No,2004-10-30,
00-42522981,Justin,Mccormick,Male,New York,New York City,2016-08-13,Sales,Sales Representative,Bachelor,68969,Needs Improvement,No,1965-03-30,
00-87311859,Brian,Pena,Female,Michigan,Warren,2016-01-04,Customer Service,Help Desk Technician,High School,64464,Good,Yes,1985-03-18,
00-66846657,Paul,Nelson,Female,New York,New York City,2018-11-07,Operations,Logistics Coordinator,Bachelor,62719,Needs Improvement,No,1982-04-19,
00-56241350,Donna,Lin,Female,New York,New York City,2020-01-07,Operations,Inventory Specialist,Bachelor,59985,Satisfactory,No,1993-05-22,
00-50912093,Michelle,Banks,Female,Michigan,Detroit,2017-03-26,HR,HR Coordinator,Bachelor,56601,Good,No,1990-04-03,
00-69352435,Oscar,Bray,Female,Michigan,Warren,2021-02-06,Sales,Sales Consultant,PhD,98131,Good,No,1963-09-20,
00-41338443,Leslie,Delacruz,Male,New York,New York City,2017-07-13,Operations,Inventory Specialist,Bachelor,64442,Good,Yes,1992-05-28,
00-21517819,Jacob,Mason,Female,Illinois,Naperville,2016-06-16,Finance,Accountant,Bachelor,75503,Excellent,No,1980-11-02,
00-93349536,Sara,Smith,Female,New York,Buffalo,2024-03-31,Operations,Logistics Coordinator,Bachelor,59950,Good,No,2002-11-13,
00-56073103,Alyssa,Cook,Male,Michigan,Detroit,2022-05-24,Sales,Sales Representative,Bachelor,64314,Good,Yes,2005-06-12,
00-70406241,Eric,Reed,Male,New York,Rochester,2019-05-09,Customer Service,Support Specialist,High School,62907,Excellent,No,1984-12-20,
00-82209870,Colleen,Young,Male,New York,New York City,2017-12-23,Operations,Logistics Coordinator,Bachelor,66524,Satisfactory,Yes,1977-05-29,
00-44716489,Walter,Cain,Male,New York,New York City,2020-08-16,Sales,Sales Specialist,Bachelor,73756,Satisfactory,Yes,1964-07-28,
00-28971329,Natasha,Zamora,Female,New York,New York City,2022-10-24,Marketing,Marketing Coordinator,Bachelor,69398,Good,No,1987-06-09,
00-60547291,Anthony,Peters,Female,Ohio,Cleveland,2020-04-12,Sales,Sales Specialist,Master,88142,Satisfactory,Yes,1974-08-19,
00-15836056,Edward,Prince,Male,North Carolina,Charlotte,2017-08-28,Operations,Operations Analyst,Master,75789,Satisfactory,Yes,1984-08-03,
00-36936968,Christopher,Reyes,Female,New York,Rochester,2023-12-16,Operations,Inventory Specialist,High School,59858,Good,No,1983-03-26,
00-17124981,Cheyenne,Garrett,Male,New York,Buffalo,2019-03-24,Sales,Sales Specialist,PhD,80236,Satisfactory,No,1973-08-06,
00-62163068,John,Hernandez,Male,New York,New York City,2022-12-20,Sales,Sales Consultant,PhD,94075,Good,No,1983-02-11,
00-98597172,Renee,Murphy,Male,New York,New York City,2018-07-17,Customer Service,Help Desk Technician,Bachelor,86951,Good,No,1972-02-06,
00-49258091,Jamie,Taylor,Female,Illinois,Aurora,2023-07-17,Marketing,Marketing Coordinator,Bachelor,59661,Good,Yes,1963-06-04,
00-41026926,Lauren,Huffman,Female,Michigan,Grand Rapids,2024-04-22,Operations,Logistics Coordinator,Bachelor,57955,Good,No,2003-02-04,
00-23368583,Janet,Mills,Female,Pennsylvania,Allentown,2023-02-19,Sales,Sales Consultant,Master,81280,Good,No,2003-09-19,
00-90142265,Wendy,Daugherty,Male,New York,Buffalo,2020-02-22,Sales,Sales Consultant,Master,70672,Good,No,1970-01-04,
00-77196215,Sarah,Stark,Male,Michigan,Grand Rapids,2024-04-25,Customer Service,Help Desk Technician,Bachelor,71812,Good,Yes,1982-08-03,
00-12884132,Angela,Fry,Female,New York,Buffalo,2015-02-13,Marketing,SEO Specialist,High School,53839,Good,Yes,2002-05-09,
00-54770958,Lonnie,Hobbs,Male,Virginia,Richmond,2019-09-22,IT,IT Support Specialist,Bachelor,64227,Good,No,1995-09-04,
00-12465878,Kathy,Beard,Female,Michigan,Warren,2018-05-31,Sales,Sales Consultant,Bachelor,92636,Good,Yes,1976-08-28,
00-93917080,Robert,Ramos,Female,New York,New York City,2018-12-06,Operations,Logistics Coordinator,Bachelor,57520,Excellent,Yes,1977-12-08,
00-18322800,Patricia,Mahoney,Female,New York,Rochester,2021-04-10,Operations,Logistics Coordinator,Bachelor,56232,Satisfactory,No,2004-01-04,
00-13954845,Kimberly,Rodriguez,Male,New York,Buffalo,2024-03-08,Sales,Sales Consultant,Master,94327,Satisfactory,No,1964-09-20,
00-30361927,Kathryn,Salazar,Male,New York,Buffalo,2018-04-08,Sales,Sales Representative,Bachelor,67509,Satisfactory,No,1981-06-07,
00-28422816,Ashley,Hall,Female,New York,New York City,2016-03-25,IT,IT Support Specialist,High School,56723,Good,No,1994-02-15,
00-92201431,Grace,Howard,Male,New York,Buffalo,2023-09-08,Operations,Logistics Coordinator,Bachelor,71079,Good,No,1978-07-07,
00-66013532,Thomas,Shaw,Male,New York,New York City,2017-08-09,Operations,Inventory Specialist,High School,60308,Good,No,1967-12-19,
00-51927304,Jennifer,Brooks,Female,New York,Buffalo,2023-11-07,Sales,Sales Representative,Bachelor,74207,Good,No,1974-12-10,
00-82777382,Travis,Taylor,Male,New York,Rochester,2017-03-12,Operations,Logistics Coordinator,Bachelor,67387,Good,No,1983-10-02,
00-87984620,Antonio,Duran,Male,New York,Rochester,2020-01-06,Sales,Sales Representative,Bachelor,64049,Good,No,1979-05-02,
00-28536762,Joseph,Gutierrez,Male,New York,Rochester,2018-09-28,Operations,Logistics Coordinator,Bachelor,64406,Satisfactory,No,1978-12-21,
00-28153282,Vanessa,Todd,Male,North Carolina,Greensboro,2019-01-25,IT,IT Support Specialist,High School,55845,Good,Yes,1984-10-11,
00-85812116,Sara,Duke,Female,New York,Buffalo,2024-11-12,Marketing,Content Creator,High School,56861,Good,No,1984-12-14,
00-84804948,Tracy,Nguyen,Male,New York,New York City,2020-06-16,Sales,Sales Specialist,Master,56831,Good,Yes,1976-07-02,
00-34714210,John,Sullivan,Female,New York,New York City,2018-01-16,Customer Service,Customer Service Representative,High School,53512,Satisfactory,No,1984-09-18,
00-13957187,Jill,James,Male,New York,New York City,2022-04-24,Operations,Inventory Specialist,High School,58020,Good,Yes,1976-10-12,
00-50714693,Cheryl,Newton,Female,New York,New York City,2019-08-05,IT,IT Support Specialist,High School,56303,Good,No,1994-01-13,
00-46748299,Alicia,Liu,Male,Pennsylvania,Allentown,2017-10-14,Operations,Operations Analyst,Master,75795,Excellent,No,1974-02-19,
00-27655789,Abigail,Hayes,Female,New York,Rochester,2017-10-29,Operations,Inventory Specialist,High School,63219,Good,No,1973-05-13,
00-45817693,Bobby,Forbes,Female,New York,Rochester,2021-07-08,Customer Service,Help Desk Technician,Bachelor,82053,Good,No,1984-10-10,
00-90042177,Randall,Moss,Male,New York,Buffalo,2017-07-23,IT,IT Support Specialist,High School,65405,Excellent,No,1972-03-23,
00-58219240,Zachary,Mccoy,Female,New York,Buffalo,2016-01-18,Operations,Inventory Specialist,Bachelor,62046,Excellent,No,1978-02-10,
00-77420864,Kelly,Sanders,Male,New York,Buffalo,2023-04-21,Customer Service,Help Desk Technician,High School,86334,Satisfactory,No,1973-02-06,
00-97183615,Maria,Murray,Female,New York,Buffalo,2018-06-03,Finance,Accounts Payable Specialist,Bachelor,58604,Satisfactory,No,1982-02-12,
00-73598657,Christie,Brown,Male,Michigan,Warren,2017-07-08,Customer Service,Customer Service Representative,High School,53149,Satisfactory,No,2006-03-29,
00-14325777,Douglas,Gallegos,Male,New York,Buffalo,2019-06-14,Operations,Logistics Coordinator,Bachelor,60893,Satisfactory,No,2000-10-27,
00-65437830,Jennifer,Wilson,Male,New York,New York City,2017-10-11,Marketing,SEO Specialist,High School,56210,Good,No,1991-04-02,
00-37455861,Sharon,Horton,Male,Pennsylvania,Pittsburgh,2016-02-19,Customer Service,Help Desk Technician,Bachelor,76878,Good,Yes,2005-12-14,
00-92820305,Robert,Hayes,Female,New York,Rochester,2019-03-07,Customer Service,Help Desk Technician,Bachelor,71359,Good,No,1986-01-04,
00-71410640,Brittany,Marquez,Male,New York,Buffalo,2023-03-15,Sales,Sales Specialist,Bachelor,90938,Excellent,No,1986-06-15,
00-15613827,Shawn,Wright,Male,New York,Buffalo,2021-09-09,Customer Service,Help Desk Technician,High School,57534,Good,No,2003-05-03,
00-51996390,Rebecca,Hogan,Male,Michigan,Grand Rapids,2019-09-19,HR,HR Coordinator,Bachelor,66684,Needs Improvement,No,2001-10-15,
00-89699265,David,Wilson,Female,New York,Buffalo,2020-06-13,Operations,Logistics Coordinator,Bachelor,58789,Excellent,No,1976-04-20,
00-15168989,Michael,Mills,Male,Pennsylvania,Pittsburgh,2020-05-20,Marketing,Content Creator,Bachelor,69674,Excellent,No,1984-08-01,
00-15692967,Kylie,Hunt,Female,New York,Rochester,2023-12-12,Operations,Logistics Coordinator,Bachelor,61083,Needs Improvement,No,2005-11-05,
00-82191574,Nicholas,James,Male,Pennsylvania,Allentown,2019-10-07,Operations,Inventory Specialist,High School,63916,Good,No,1983-03-14,
00-84853354,Rhonda,Cunningham,Male,New York,Rochester,2018-08-29,IT,Software Developer,Bachelor,91572,Needs Improvement,No,1965-02-06,
00-35481281,Edward,Melton,Female,New York,Rochester,2017-03-07,Finance,Accountant,Bachelor,85942,Needs Improvement,No,1990-09-17,
00-48374806,Jennifer,Barnes,Female,New York,Rochester,2019-04-23,Marketing,Content Creator,Bachelor,53044,Good,Yes,1984-09-15,
00-92293489,Kayla,Griffin,Female,New York,Rochester,2024-08-16,Sales,Sales Specialist,PhD,67045,Good,Yes,1985-01-19,
00-29091078,David,Anderson,Female,Pennsylvania,Philadelphia,2019-03-15,IT,IT Support Specialist,Bachelor,66838,Satisfactory,No,1961-08-31,
00-22138759,Cindy,King,Male,Pennsylvania,Pittsburgh,2022-06-16,Marketing,Marketing Coordinator,Bachelor,74809,Satisfactory,Yes,1976-11-12,
00-88577462,Melissa,Stephens,Female,New York,Buffalo,2024-01-03,IT,Software Developer,Bachelor,83435,Good,No,1983-09-04,
00-28160554,Nicole,Young,Female,Pennsylvania,Philadelphia,2019-08-03,Sales,Sales Representative,Bachelor,72310,Good,No,1992-12-01,
00-13343647,Thomas,Ortiz,Female,Ohio,Cincinnati,2017-01-29,Finance,Accountant,Bachelor,56147,Good,Yes,2002-10-26,
00-37102854,Carol,Sanchez,Male,New York,Buffalo,2023-07-19,Sales,Sales Specialist,PhD,67800,Good,No,1995-07-23,
00-53496580,Christine,Grant,Male,New York,New York City,2022-10-28,Operations,Logistics Coordinator,Bachelor,70362,Needs Improvement,No,1981-05-31,
00-32010905,Brandon,Hernandez,Female,Florida,Tampa,2022-08-26,Operations,Inventory Specialist,Bachelor,58019,Good,No,2000-10-21,
00-25322958,Benjamin,Nash,Male,Ohio,Cleveland,2022-08-31,IT,IT Support Specialist,High School,63609,Good,No,2002-05-02,
00-21449650,Mary,Evans,Male,New York,Rochester,2020-12-01,Sales,Sales Representative,Bachelor,58979,Good,No,1988-04-01,
00-78674708,Brandon,Butler,Female,New York,New York City,2021-03-06,Operations,Operations Analyst,Master,80529,Excellent,No,1981-08-17,
00-83866174,Emily,Carr,Female,New York,New York City,2018-09-09,Sales,Sales Consultant,Bachelor,80099,Needs Improvement,No,1982-07-06,
00-85898994,Brooke,Cobb,Male,New York,Rochester,2023-03-06,Marketing,Marketing Manager,Master,98912,Good,Yes,1975-08-08,
00-29408873,Stanley,Riley,Female,New York,Buffalo,2017-12-06,Marketing,Content Creator,High School,66605,Good,No,1974-06-06,
00-66315301,Christopher,Evans,Female,North Carolina,Charlotte,2018-05-15,Marketing,Marketing Coordinator,Bachelor,67221,Satisfactory,No,1994-12-17,
00-69895766,Nicholas,Jones,Male,Michigan,Warren,2017-06-05,Sales,Sales Specialist,PhD,60822,Excellent,No,1983-11-23,
00-27659164,Andrea,Carter,Female,New York,Buffalo,2024-02-19,Customer Service,Help Desk Technician,Bachelor,60411,Good,Yes,1976-11-27,
00-43971980,Heather,Hill,Male,New York,New York City,2015-07-11,Customer Service,Customer Service Representative,Bachelor,65664,Excellent,No,1966-07-20,
00-76926628,Alicia,Dominguez,Male,New York,Buffalo,2020-08-11,Operations,Logistics Coordinator,Bachelor,64916,Satisfactory,Yes,1999-10-26,
00-76231992,Daniel,Blair,Male,New York,Buffalo,2017-08-17,Sales,Sales Consultant,Master,66903,Satisfactory,Yes,2001-07-02,
00-73848982,Vanessa,Webb,Male,New York,Buffalo,2019-09-08,Operations,Logistics Coordinator,Bachelor,67917,Satisfactory,No,1999-10-11,
00-90693921,Sarah,Andersen,Female,Illinois,Chicago,2021-04-15,IT,Software Developer,Master,87560,Good,No,1990-01-30,
00-47327686,Chelsea,Stewart,Male,New York,New York City,2021-07-11,IT,Software Developer,Master,89159,Good,Yes,1983-07-17,
00-37868647,Wanda,Gomez,Female,Florida,Tampa,2015-02-17,IT,IT Support Specialist,Bachelor,64729,Good,Yes,1983-06-03,
00-97681338,Anna,Stone,Male,Michigan,Detroit,2018-08-18,IT,IT Support Specialist,Bachelor,69403,Good,No,1980-10-18,
00-14352961,Travis,White,Male,New York,Buffalo,2022-08-10,Operations,Logistics Coordinator,Bachelor,68324,Good,No,1984-05-24,
00-54440977,Jeanette,Krause,Female,New York,Buffalo,2024-01-01,Operations,Inventory Specialist,High School,61317,Excellent,Yes,1992-06-21,
00-65963010,Andrew,Garrett,Male,New York,Buffalo,2024-02-13,Finance,Financial Analyst,Bachelor,78433,Good,No,2005-10-16,
00-48168910,Melanie,Marsh,Female,New York,New York City,2021-12-30,Customer Service,Customer Service Representative,High School,55059,Good,Yes,1975-10-28,
00-89855385,Robert,Cook,Female,Michigan,Warren,2020-07-23,Customer Service,Help Desk Technician,Bachelor,80271,Good,No,1993-07-20,
00-71114408,Dana,Smith,Female,New York,New York City,2022-03-15,Customer Service,Customer Service Representative,Bachelor,64732,Good,No,1983-09-03,
00-22499198,Juan,Tyler,Male,New York,Rochester,2022-04-23,IT,IT Support Specialist,High School,59193,Excellent,No,1983-04-30,
00-60860378,William,Nguyen,Male,New York,New York City,2023-01-03,Customer Service,Support Specialist,High School,65397,Good,No,1977-12-30,
00-83882978,Gina,Peterson,Male,New York,New York City,2016-09-21,Sales,Sales Specialist,PhD,83874,Satisfactory,Yes,1984-07-02,
00-26377680,Christina,Johnson,Male,Michigan,Detroit,2022-03-05,IT,Software Developer,Bachelor,91114,Good,No,1998-07-15,
00-80739820,Mark,Morgan,Female,Ohio,Columbus,2019-09-02,Customer Service,Help Desk Technician,High School,66398,Satisfactory,No,1962-09-18,
00-38058347,Sabrina,Robles,Male,New York,New York City,2021-08-24,Customer Service,Customer Service Representative,High School,58136,Good,No,1994-08-21,
00-94420078,Timothy,Burton,Male,Illinois,Aurora,2020-11-21,Operations,Inventory Specialist,High School,54300,Satisfactory,No,2003-08-20,
00-91171931,Amanda,Rogers,Male,New York,Buffalo,2024-10-13,IT,System Administrator,Master,69453,Satisfactory,No,2003-08-21,
00-67318164,Robert,Newton,Female,Florida,Tampa,2021-10-31,Sales,Sales Specialist,Master,76500,Satisfactory,No,1996-01-05,
00-80516816,Kevin,Hardy,Female,New York,Rochester,2020-04-25,Marketing,Marketing Coordinator,Bachelor,63972,Good,No,1996-04-26,
00-27409802,Amanda,Clark,Female,Michigan,Warren,2021-09-07,Sales,Sales Specialist,PhD,78508,Satisfactory,No,1969-12-04,
00-94806492,Lauren,Barron,Female,Michigan,Detroit,2020-05-09,Sales,Sales Specialist,PhD,70963,Good,Yes,1983-11-15,
00-41235369,Tara,Ramirez,Male,New York,Buffalo,2022-01-12,Customer Service,Support Specialist,Bachelor,65901,Good,No,1994-02-28,
00-25865493,Tonya,Sims,Male,New York,Rochester,2015-11-03,Customer Service,Customer Service Representative,High School,64047,Good,Yes,1998-08-27,
00-25827722,Ashley,Price,Female,Virginia,Norfolk,2022-08-05,IT,IT Support Specialist,High School,60919,Satisfactory,No,1987-04-21,
00-92585240,Michelle,Walton,Female,New York,Buffalo,2024-09-14,Customer Service,Customer Service Representative,High School,60782,Satisfactory,No,2002-02-14,
00-54800838,Leonard,Johnson,Female,New York,Buffalo,2018-05-31,Sales,Sales Specialist,Master,89555,Excellent,Yes,1993-02-21,
00-11516293,Tyler,Young,Female,North Carolina,Charlotte,2021-06-14,Customer Service,Customer Service Representative,Bachelor,53752,Good,Yes,1973-07-01,
00-44147341,Stephanie,Robinson,Female,New York,Rochester,2023-04-21,Customer Service,Customer Service Representative,Bachelor,53998,Satisfactory,No,2000-09-23,
00-78006730,Daniel,Glover,Female,New York,Buffalo,2020-10-10,Customer Service,Support Specialist,High School,62926,Excellent,Yes,1988-08-28,
00-54732472,Robin,Wallace,Female,Florida,Miami,2018-01-10,HR,HR Coordinator,Bachelor,59824,Needs Improvement,No,1976-12-31,
00-92677226,Timothy,Porter,Female,New York,New York City,2024-03-10,Operations,Logistics Coordinator,Bachelor,53322,Good,No,1996-06-15,
00-54360949,Sandra,Oconnor,Female,New York,Rochester,2023-07-10,Sales,Sales Consultant,PhD,109715,Good,Yes,1984-06-28,
00-73686372,Kimberly,Thomas,Male,New York,Buffalo,2023-11-14,IT,IT Support Specialist,High School,60317,Needs Improvement,No,1969-06-07,
00-74625235,Lynn,Hurley,Female,New York,New York City,2017-09-04,Sales,Sales Representative,Bachelor,64117,Good,No,1990-04-02,
00-82070563,David,Hardy,Female,Michigan,Warren,2023-06-17,Operations,Inventory Specialist,High School,59772,Excellent,No,1986-01-24,
00-65559839,Jennifer,Boyd,Male,New York,New York City,2024-01-02,Customer Service,Support Specialist,Bachelor,57725,Good,Yes,2005-07-12,
00-79937264,Sarah,Mcdaniel,Male,North Carolina,Raleigh,2017-08-05,Operations,Logistics Coordinator,Bachelor,59508,Excellent,No,2002-04-10,
00-52346074,Christopher,Owens,Male,New York,New York City,2020-01-17,Operations,Logistics Coordinator,Bachelor,65506,Good,Yes,1980-06-29,
00-87496999,Abigail,Hopkins,Female,New York,New York City,2022-04-24,Customer Service,Help Desk Technician,High School,81999,Good,Yes,1977-10-24,
00-30039365,Becky,Collins,Male,New York,Rochester,2017-11-21,IT,IT Support Specialist,Bachelor,61287,Good,Yes,1997-07-30,
00-60363964,Manuel,Lee,Male,Michigan,Grand Rapids,2021-04-11,Customer Service,Support Specialist,Bachelor,62582,Satisfactory,Yes,1961-07-13,
00-91294213,Luis,Alexander,Female,New York,New York City,2018-02-12,Operations,Inventory Specialist,Bachelor,58385,Good,Yes,1993-09-19,
00-51376831,Edward,Hill,Male,New York,New York City,2022-01-06,Marketing,Content Creator,Bachelor,73073,Satisfactory,No,1989-11-28,
00-14245067,Cindy,Palmer,Male,New York,Buffalo,2017-03-17,Operations,Operations Analyst,Master,65366,Good,No,1974-04-16,
00-41895802,Michael,Flores,Female,Michigan,Grand Rapids,2018-02-21,IT,IT Support Specialist,Bachelor,55922,Good,Yes,1990-03-25,
00-80477785,Janet,Campbell,Female,Pennsylvania,Philadelphia,2018-03-31,Customer Service,Help Desk Technician,High School,61427,Satisfactory,No,1974-05-15,
00-15019076,Charles,Austin,Male,New York,Buffalo,2023-05-04,Operations,Logistics Coordinator,Bachelor,64734,Needs Improvement,No,1987-01-11,
00-77913458,Scott,Anderson,Female,New York,Buffalo,2015-06-21,Marketing,Marketing Coordinator,Bachelor,63171,Needs Improvement,No,2000-03-20,
00-30679969,Emma,Rodriguez,Female,Michigan,Detroit,2017-01-20,HR,Recruiter,Bachelor,62761,Good,No,1980-10-24,
